system_A,system_B,strategy_A,strategy_B,rule_A,rule_B,OV_mean_A,OV_mean_B,delta_OV,hw_bonferroni,lower,upper,df,ci_level_ind,significant,A_better,B_better
S2-FCFS,S2-Bailey-Welch,2,2,FCFS,Bailey-Welch,0.449132,0.446264,0.002868,0.000113,0.002755,0.002982,599,0.998214,True,False,True
S2-FCFS,S2-Blocking,2,2,FCFS,Blocking,0.449132,0.462000,-0.012867,0.000135,-0.013002,-0.012733,599,0.998214,True,True,False
S2-FCFS,S2-Benchmarking,2,2,FCFS,Benchmarking,0.449132,0.447685,0.001448,0.000080,0.001368,0.001528,599,0.998214,True,False,True
S2-FCFS,S3-FCFS,2,3,FCFS,FCFS,0.449132,0.433771,0.015361,0.000507,0.014854,0.015869,599,0.998214,True,False,True
S2-FCFS,S3-Bailey-Welch,2,3,FCFS,Bailey-Welch,0.449132,0.431212,0.017920,0.000512,0.017408,0.018432,599,0.998214,True,False,True
S2-FCFS,S3-Blocking,2,3,FCFS,Blocking,0.449132,0.436042,0.013090,0.000519,0.012571,0.013609,599,0.998214,True,False,True
S2-FCFS,S3-Benchmarking,2,3,FCFS,Benchmarking,0.449132,0.432316,0.016817,0.000514,0.016303,0.017331,599,0.998214,True,False,True
S2-Bailey-Welch,S2-Blocking,2,2,Bailey-Welch,Blocking,0.446264,0.462000,-0.015736,0.000131,-0.015867,-0.015605,599,0.998214,True,True,False
S2-Bailey-Welch,S2-Benchmarking,2,2,Bailey-Welch,Benchmarking,0.446264,0.447685,-0.001421,0.000126,-0.001547,-0.001295,599,0.998214,True,True,False
S2-Bailey-Welch,S3-FCFS,2,3,Bailey-Welch,FCFS,0.446264,0.433771,0.012493,0.000512,0.011981,0.013004,599,0.998214,True,False,True
S2-Bailey-Welch,S3-Bailey-Welch,2,3,Bailey-Welch,Bailey-Welch,0.446264,0.431212,0.015051,0.000508,0.014543,0.015559,599,0.998214,True,False,True
S2-Bailey-Welch,S3-Blocking,2,3,Bailey-Welch,Blocking,0.446264,0.436042,0.010222,0.000519,0.009703,0.010740,599,0.998214,True,False,True
S2-Bailey-Welch,S3-Benchmarking,2,3,Bailey-Welch,Benchmarking,0.446264,0.432316,0.013948,0.000517,0.013431,0.014466,599,0.998214,True,False,True
S2-Blocking,S2-Benchmarking,2,2,Blocking,Benchmarking,0.462000,0.447685,0.014315,0.000146,0.014169,0.014461,599,0.998214,True,False,True
S2-Blocking,S3-FCFS,2,3,Blocking,FCFS,0.462000,0.433771,0.028229,0.000517,0.027712,0.028745,599,0.998214,True,False,True
S2-Blocking,S3-Bailey-Welch,2,3,Blocking,Bailey-Welch,0.462000,0.431212,0.030787,0.000511,0.030276,0.031299,599,0.998214,True,False,True
S2-Blocking,S3-Blocking,2,3,Blocking,Blocking,0.462000,0.436042,0.025958,0.000510,0.025447,0.026468,599,0.998214,True,False,True
S2-Blocking,S3-Benchmarking,2,3,Blocking,Benchmarking,0.462000,0.432316,0.029684,0.000521,0.029163,0.030205,599,0.998214,True,False,True
S2-Benchmarking,S3-FCFS,2,3,Benchmarking,FCFS,0.447685,0.433771,0.013914,0.000514,0.013400,0.014427,599,0.998214,True,False,True
S2-Benchmarking,S3-Bailey-Welch,2,3,Benchmarking,Bailey-Welch,0.447685,0.431212,0.016472,0.000517,0.015956,0.016989,599,0.998214,True,False,True
S2-Benchmarking,S3-Blocking,2,3,Benchmarking,Blocking,0.447685,0.436042,0.011643,0.000523,0.011119,0.012166,599,0.998214,True,False,True
S2-Benchmarking,S3-Benchmarking,2,3,Benchmarking,Benchmarking,0.447685,0.432316,0.015369,0.000512,0.014857,0.015881,599,0.998214,True,False,True
S3-FCFS,S3-Bailey-Welch,3,3,FCFS,Bailey-Welch,0.433771,0.431212,0.002559,0.000117,0.002441,0.002676,599,0.998214,True,False,True
S3-FCFS,S3-Blocking,3,3,FCFS,Blocking,0.433771,0.436042,-0.002271,0.000134,-0.002405,-0.002137,599,0.998214,True,True,False
S3-FCFS,S3-Benchmarking,3,3,FCFS,Benchmarking,0.433771,0.432316,0.001456,0.000085,0.001371,0.001540,599,0.998214,True,False,True
S3-Bailey-Welch,S3-Blocking,3,3,Bailey-Welch,Blocking,0.431212,0.436042,-0.004830,0.000103,-0.004932,-0.004727,599,0.998214,True,True,False
S3-Bailey-Welch,S3-Benchmarking,3,3,Bailey-Welch,Benchmarking,0.431212,0.432316,-0.001103,0.000131,-0.001235,-0.000972,599,0.998214,True,True,False
S3-Blocking,S3-Benchmarking,3,3,Blocking,Benchmarking,0.436042,0.432316,0.003727,0.000141,0.003586,0.003868,599,0.998214,True,False,True
