SECTION,Factorial Results — mean and 95% CI per KPI
urgent_slots,strategy,rule,rule_name,n_batches,elAppWT_mean,elScanWT_mean,urScanWT_mean,OT_mean,OV_mean,elAppWT_hw,elScanWT_hw,urScanWT_hw,OT_hw,OV_hw,elAppWT_lower,elScanWT_lower,urScanWT_lower,OT_lower,OV_lower,elAppWT_upper,elScanWT_upper,urScanWT_upper,OT_upper,OV_upper
19,3,1,FCFS,58,1109.801527,0.075342,1.861387,0.696486,6.812782,161.386866,0.000497,0.013166,0.011790,0.960495,948.414661,0.074845,1.848221,0.684696,5.852287,1271.188392,0.075839,1.874553,0.708276,7.773277
19,3,2,Bailey-Welch,58,1110.747932,0.180738,1.804575,0.650816,6.812103,161.387225,0.000869,0.013178,0.011820,0.960486,949.360707,0.179869,1.791397,0.638996,5.851618,1272.135158,0.181608,1.817753,0.662636,7.772589
19,3,3,Blocking,58,1110.857502,0.181925,1.847622,0.686815,6.817538,161.388827,0.000506,0.013156,0.011750,0.960500,949.468675,0.181418,1.834466,0.675065,5.857038,1272.246329,0.182431,1.860778,0.698566,7.778038
19,3,4,Benchmarking,58,1109.778927,0.076876,1.844351,0.684403,6.810755,161.386185,0.000498,0.013160,0.011779,0.960491,948.392741,0.076378,1.831191,0.672625,5.850263,1271.165112,0.077375,1.857512,0.696182,7.771246
20,1,1,FCFS,58,3218.591535,0.083833,2.445311,0.399608,19.429984,485.437425,0.000429,0.012215,0.009855,2.889314,2733.154110,0.083404,2.433096,0.389753,16.540670,3704.028960,0.084262,2.457527,0.409464,22.319299
20,1,2,Bailey-Welch,58,3219.525013,0.184312,2.369006,0.366445,19.427062,485.443320,0.000706,0.012278,0.009838,2.889351,2734.081693,0.183606,2.356728,0.356607,16.537711,3704.968332,0.185018,2.381283,0.376284,22.316413
20,1,3,Blocking,58,3219.639177,0.190116,2.430627,0.394526,19.434589,485.443367,0.000444,0.012283,0.009843,2.889358,2734.195810,0.189672,2.418344,0.384683,16.545231,3705.082543,0.190560,2.442910,0.404369,22.323946
20,1,4,Benchmarking,58,3218.566536,0.084627,2.427004,0.392965,19.427801,485.437425,0.000429,0.012237,0.009845,2.889313,2733.129111,0.084198,2.414767,0.383120,16.538488,3704.003960,0.085056,2.439240,0.402811,22.317114
20,2,1,FCFS,58,3217.693388,0.072646,1.890862,0.856373,19.363033,485.425512,0.000544,0.011459,0.012426,2.889411,2732.267877,0.072102,1.879403,0.843947,16.473621,3703.118900,0.073191,1.902321,0.868799,22.252444
20,2,2,Bailey-Welch,58,3218.033550,0.173151,1.839705,0.810782,19.359373,485.431460,0.000857,0.011520,0.012420,2.889455,2732.602090,0.172294,1.828185,0.798362,16.469918,3703.465010,0.174008,1.851225,0.823202,22.248828
20,2,3,Blocking,58,3218.716148,0.180006,1.994216,0.846357,19.380604,485.431403,0.000500,0.011218,0.012470,2.889457,2733.284746,0.179506,1.982998,0.833887,16.491147,3704.147551,0.180507,2.005434,0.858827,22.270062
20,2,4,Benchmarking,58,3217.668389,0.074351,1.874837,0.844221,19.361103,485.425512,0.000549,0.011481,0.012418,2.889413,2732.242877,0.073802,1.863356,0.831802,16.471690,3703.093900,0.074901,1.886317,0.856639,22.250517
20,3,1,FCFS,58,3218.219186,0.074525,1.798365,0.668260,19.355885,485.431491,0.000490,0.012906,0.011975,2.889352,2732.787695,0.074035,1.785459,0.656286,16.466533,3703.650676,0.075015,1.811271,0.680235,22.245237
20,3,2,Bailey-Welch,58,3218.573292,0.180327,1.743030,0.626041,19.351844,485.431402,0.000771,0.012910,0.011867,2.889356,2733.141890,0.179556,1.730120,0.614175,16.462488,3704.004694,0.181098,1.755940,0.637908,22.241201
20,3,3,Blocking,58,3218.687577,0.182241,1.784690,0.658652,19.357154,485.431403,0.000497,0.012811,0.011929,2.889362,2733.256175,0.181744,1.771879,0.646724,16.467792,3704.118980,0.182738,1.797502,0.670581,22.246515
20,3,4,Benchmarking,58,3218.194186,0.076078,1.781380,0.656394,19.353849,485.431491,0.000495,0.012920,0.011982,2.889354,2732.762695,0.075582,1.768461,0.644412,16.464495,3703.625677,0.076573,1.794300,0.668375,22.243203

SECTION,Marginal Means and Contrasts vs Reference Level (OV)
factor,A: urgent_slots
level,level_label,marginal_mean,contrast_vs_ref
10,10,0.431716,0.000000
11,11,0.423091,-0.008625
12,12,0.418507,-0.013210
13,13,0.416420,-0.015296
14,14,0.420715,-0.011001
15,15,0.434156,0.002440
16,16,0.468363,0.036647
17,17,0.581426,0.149710
18,18,1.160668,0.728952
19,19,6.840107,6.408391
20,20,19.383523,18.951807

factor,B: strategy
level,level_label,marginal_mean,contrast_vs_ref
1,1,2.850289,0.000000
2,2,2.800828,-0.049461
3,3,2.797618,-0.052671

factor,C: rule
level,level_label,marginal_mean,contrast_vs_ref
1,FCFS,2.815944,0.000000
2,Bailey-Welch,2.812671,-0.003272
3,Blocking,2.821891,0.005947
4,Benchmarking,2.814474,-0.001470

SECTION,Interaction Cell Means (OV) — averaged over third factor
pair,A x B  (slots × strategy)
urgent_slots,1,2,3
10,0.458200,0.409645,0.427303
11,0.450231,0.402517,0.416527
12,0.446926,0.399622,0.408972
13,0.445536,0.399394,0.404331
14,0.450385,0.405624,0.406137
15,0.466576,0.422152,0.413740
16,0.503362,0.459529,0.442198
17,0.619263,0.570620,0.554395
18,1.202265,1.147522,1.132217
19,6.880574,6.826454,6.813295
20,19.429859,19.366028,19.354683

pair,A x C  (slots × rule)
urgent_slots,FCFS,Bailey-Welch,Blocking,Benchmarking
10,0.431766,0.428404,0.436250,0.430445
11,0.423070,0.419802,0.427740,0.421754
12,0.418387,0.415211,0.423343,0.417086
13,0.416209,0.413137,0.421432,0.414902
14,0.420360,0.417497,0.425918,0.419086
15,0.433852,0.430711,0.439575,0.432487
16,0.468136,0.464776,0.473804,0.466735
17,0.581150,0.577762,0.586976,0.579817
18,1.160183,1.156832,1.166917,1.158739
19,6.839299,6.835824,6.848061,6.837246
20,19.382967,19.379427,19.390782,19.380918

pair,B x C  (strategy × rule)
strategy,FCFS,Bailey-Welch,Blocking,Benchmarking
1,2.850704,2.846677,2.854608,2.849166
2,2.799019,2.795960,2.810725,2.797608
3,2.798108,2.795376,2.800339,2.796648

SECTION,Best Configuration (lowest OV mean)
urgent_slots,strategy,rule,rule_name,OV_mean,OV_hw,OV_lower,OV_upper,elAppWT_mean,urScanWT_mean,elScanWT_mean,OT_mean
13,2,2,Bailey-Welch,0.395253,0.005561,0.389692,0.400814,19.421195,2.516855,0.179464,1.067003

SECTION,Plots
main_effects_plot,factorial_main_effects.png
interaction_plot,factorial_interactions.png
