week,elAppWT,elScanWT,urScanWT,OT
0,79.359843,0.091134,2.025723,0.713249
1,79.170389,0.082625,4.076775,1.785104
2,90.621726,0.085502,1.792870,0.894447
3,95.801734,0.060515,2.599265,1.084755
4,87.560536,0.074138,1.494955,0.643244
5,92.418145,0.094629,1.551826,1.010594
6,91.421805,0.093761,2.527537,1.064937
7,83.960691,0.084348,2.185431,0.627861
8,81.873694,0.069656,2.433815,1.018892
9,79.576814,0.080973,2.380451,0.685202
10,71.462397,0.090704,2.738613,1.030879
11,73.165097,0.075723,2.043937,0.692215
12,74.537058,0.086650,2.410545,1.306532
13,67.492849,0.066016,2.460203,0.699848
14,60.471705,0.054434,2.234126,0.715626
15,64.133723,0.103751,2.406524,0.780695
16,65.793889,0.065291,3.000342,1.134810
17,57.855289,0.069694,1.640299,0.653355
18,51.025071,0.084447,2.255612,0.530632
19,59.354227,0.063199,2.868088,1.077522
20,60.803733,0.098292,2.318506,1.005037
21,47.374473,0.060246,2.465807,0.630534
22,48.177119,0.072852,2.567615,1.154909
23,42.459636,0.061963,1.882647,1.015769
24,52.356394,0.076919,2.342694,0.804985
25,44.431344,0.080570,1.707035,0.185498
26,40.786619,0.118490,2.464739,1.410443
27,42.603607,0.078202,2.663392,0.629899
28,44.722021,0.076391,1.827221,0.303571
29,48.001323,0.097090,2.099410,1.057912
30,46.691600,0.066808,2.033388,1.024811
31,51.027016,0.105642,2.577666,1.359173
32,54.807069,0.065270,2.276954,1.141248
33,63.595047,0.072676,2.423140,1.053602
34,53.310782,0.093847,2.477144,1.382730
35,54.985407,0.085300,2.591599,0.739074
36,54.238313,0.069306,1.606056,0.281595
37,54.076390,0.078525,2.185488,0.555480
38,53.207697,0.066693,1.636065,0.558066
39,53.742111,0.085739,2.191168,0.984969
40,45.551973,0.072065,1.292532,0.116015
41,37.552474,0.074687,2.281526,1.328567
42,36.775143,0.078479,2.316731,0.904435
43,26.204729,0.080466,2.324730,1.334140
44,28.846813,0.085237,1.906571,0.607586
45,34.359525,0.061247,2.154777,0.811185
46,31.290860,0.093916,1.758084,0.330670
47,26.719541,0.079621,1.601956,0.619704
48,29.499657,0.099409,1.603986,0.760904
49,20.145847,0.065111,2.438225,1.060908
50,15.669158,0.090093,2.584161,1.044104
51,23.295584,0.067009,2.075288,0.965299
52,24.113172,0.096615,2.454271,1.160477
53,39.579931,0.059446,2.229869,0.687659
54,29.335545,0.080888,2.033845,0.681596
55,27.055607,0.077111,2.025984,0.701393
56,28.783207,0.063530,2.634418,1.792961
57,29.210655,0.052414,1.769571,0.524245
58,42.947632,0.086076,3.255059,1.426813
59,47.692397,0.060133,1.448168,0.502911
60,42.564169,0.105585,1.783591,0.583632
61,58.842695,0.097744,2.651078,1.832411
62,79.551019,0.060497,1.857962,0.651065
63,72.496501,0.061874,2.200730,0.981502
64,53.589840,0.063271,2.929047,1.316767
65,54.476150,0.090369,2.465185,1.107333
66,41.358503,0.092057,2.325828,1.571000
67,31.359033,0.094414,1.513569,0.250282
68,44.436313,0.089449,2.249798,0.390057
69,45.429464,0.066429,2.172089,0.937185
70,44.781543,0.096337,2.470834,0.502163
71,48.202079,0.054178,2.071296,0.577539
72,30.386774,0.062195,1.774193,0.830372
