week,elAppWT,elScanWT,urScanWT,OT
0,104.540949,0.098240,2.669445,0.318002
1,102.406236,0.088559,3.167995,0.529228
2,113.713432,0.093482,1.865539,0.094717
3,119.471419,0.091734,2.693464,0.984351
4,111.038725,0.079049,2.197667,0.614529
5,118.312055,0.090086,2.279289,0.555964
6,119.808342,0.084638,3.118059,0.690926
7,111.703382,0.103255,2.413478,0.510517
8,112.572465,0.074856,2.789472,0.272898
9,108.305574,0.098742,2.417240,0.215909
10,99.126015,0.091565,2.607771,0.623450
11,103.969958,0.083263,2.691731,0.621481
12,103.611566,0.072508,3.057343,0.932031
13,99.157461,0.070991,2.937983,0.622259
14,97.845840,0.077198,2.877521,0.661536
15,95.578794,0.111721,2.844241,0.321292
16,98.997187,0.088785,2.635371,0.670265
17,93.799915,0.063611,2.252678,0.523929
18,84.467298,0.093404,2.977794,0.132790
19,91.568635,0.070102,2.917212,0.997062
20,94.561524,0.096693,2.715123,0.602186
21,87.076322,0.100816,2.579785,0.169380
22,85.098628,0.069179,3.022369,1.102943
23,81.203299,0.067760,2.077886,0.191778
24,87.328476,0.080302,2.722552,0.323510
25,85.221477,0.116396,2.716807,0.171634
26,79.888018,0.077775,2.491830,0.677640
27,80.817574,0.091349,3.395867,0.526249
28,83.065488,0.082046,2.486168,0.284416
29,87.757295,0.096820,2.800384,0.987589
30,89.759184,0.066272,2.168653,0.566924
31,92.152523,0.084064,2.484281,1.242694
32,96.132327,0.083026,2.375181,0.682309
33,107.114226,0.077956,2.613184,0.545962
34,101.869432,0.088932,2.757878,0.864435
35,100.647257,0.104344,2.899981,0.279851
36,99.215129,0.076132,2.387431,0.211395
37,98.454708,0.093695,2.513529,0.140322
38,98.766404,0.106749,2.158587,0.454320
39,95.898139,0.085228,2.456822,0.602403
40,100.706681,0.105773,2.349874,0.031241
41,86.555666,0.118560,1.828471,0.130387
42,86.261953,0.100638,2.916522,0.495226
43,75.042296,0.087219,2.893130,0.919120
44,75.478270,0.076705,2.660776,0.501004
45,84.531206,0.093556,2.804090,0.469540
46,81.502686,0.094856,2.430310,0.263998
47,78.259662,0.104952,2.114407,0.572485
48,78.294692,0.091505,2.210278,0.373420
49,78.634789,0.093050,1.881063,0.231647
50,65.809899,0.093974,2.876271,0.582014
51,78.635778,0.076428,2.413712,0.216178
52,71.067694,0.076596,2.507232,0.395504
53,85.803242,0.092786,2.378523,0.246551
54,80.531846,0.096283,2.294947,0.551542
55,75.906562,0.084915,2.374901,0.192946
56,76.529176,0.073304,3.094724,1.332219
57,79.214199,0.055077,2.443872,0.113712
58,88.629804,0.088416,3.198882,0.954561
59,94.704665,0.089987,1.599792,0.076817
60,98.061058,0.090343,2.679760,0.210257
61,102.125350,0.087183,3.076795,1.739693
62,126.590075,0.090107,1.536553,0.200352
63,133.428516,0.074389,2.619583,0.499795
64,112.472059,0.067396,2.836762,0.547513
65,111.909213,0.082087,2.641803,0.681449
66,111.269796,0.098903,2.423867,0.495369
67,87.147035,0.084571,2.635372,0.229011
68,96.348107,0.084866,2.499702,0.227586
69,108.394990,0.088844,2.191236,0.188057
70,105.783736,0.071176,3.021282,0.416422
71,109.392847,0.075799,2.582821,0.529490
72,94.450759,0.062137,2.084679,0.080981
73,94.170589,0.078289,2.548720,0.976805
