week,elAppWT,elScanWT,urScanWT,OT
0,524.164892,0.055759,1.477618,0.514245
1,528.204495,0.073744,1.909160,0.672344
2,526.826737,0.077802,2.117798,0.691877
3,519.064056,0.059126,2.004472,0.904307
4,520.002202,0.077545,2.581561,1.613581
5,539.179622,0.061247,1.011203,0.191294
6,548.391170,0.060672,1.103711,0.526572
7,539.928775,0.078840,1.882521,0.670922
8,532.021224,0.070483,1.853736,0.583004
9,525.601801,0.061669,1.320105,0.491059
10,531.076431,0.090680,1.818736,0.802941
11,544.414255,0.102315,2.165391,1.005062
12,543.780173,0.063076,1.951670,0.896365
13,543.603180,0.083435,2.475803,1.172032
14,546.373240,0.065184,1.805525,0.229576
15,557.342492,0.065559,2.031642,0.951651
16,560.442454,0.085215,1.854977,1.066949
17,558.090401,0.098942,1.906365,0.979344
18,567.190530,0.099647,2.485674,1.805568
19,579.691285,0.068014,2.484812,1.357003
20,586.058205,0.078633,1.948576,0.954028
21,580.779045,0.056293,1.521064,0.511341
22,589.332653,0.059406,1.916517,0.582213
23,603.381604,0.076720,2.061035,0.946260
24,607.513761,0.052667,1.708194,0.500600
25,611.438525,0.058477,1.849789,0.495224
26,605.157611,0.076057,2.670162,1.755301
27,606.973643,0.071060,1.626330,0.867735
28,602.984465,0.061845,1.923749,0.818248
29,603.314931,0.080176,2.186990,1.389505
30,617.063403,0.101572,2.734636,0.919737
31,608.028663,0.081310,1.737279,0.844145
32,599.045577,0.060082,1.521468,0.695034
33,598.106158,0.066693,1.928924,0.310679
34,600.605578,0.071486,2.233209,0.616311
35,608.463115,0.070652,3.011206,1.442191
36,613.030485,0.079252,1.451440,0.594590
37,620.069188,0.067704,1.663327,0.541567
38,613.786812,0.075121,1.929436,0.959266
39,614.776584,0.057529,1.807077,0.538501
40,621.304762,0.077376,2.083232,0.592874
41,626.355188,0.072614,2.158426,0.689331
42,617.615374,0.092143,2.461377,1.312972
43,618.039585,0.064090,1.738643,0.604622
44,621.631245,0.062000,1.501995,0.571275
45,632.751351,0.068597,1.700155,0.956698
46,624.007911,0.079700,2.274335,0.987911
47,620.344991,0.062684,1.456145,0.535930
48,623.254686,0.076298,2.636149,1.383570
49,612.996826,0.108138,1.678622,1.085348
50,608.316892,0.058025,2.238580,1.333554
51,620.478100,0.078531,1.830988,0.651142
52,637.915770,0.099631,2.272674,1.098291
53,658.544918,0.064920,2.297596,0.968009
54,654.350422,0.067103,2.385400,1.008459
55,654.656927,0.054695,1.610742,0.892821
56,659.258140,0.064180,1.742948,0.964867
57,661.045046,0.079778,2.183661,0.992202
58,657.341173,0.079057,2.061483,0.694196
59,671.856412,0.096970,1.459323,0.545971
60,678.219850,0.080048,1.631638,0.509396
61,681.230231,0.079835,2.392253,1.019590
62,684.235680,0.091919,1.891016,1.257721
63,681.941822,0.071539,1.936627,0.555873
64,673.710949,0.068452,1.655187,1.264405
65,668.815018,0.072294,2.010618,0.979480
66,670.018776,0.088947,1.842949,1.296131
67,675.998918,0.080024,2.102878,1.030421
68,680.011159,0.106873,1.716855,0.622492
69,684.810369,0.072405,1.910995,0.905946
70,685.999589,0.065073,2.078279,0.915894
71,670.675612,0.074951,2.671395,1.803084
72,661.337823,0.092043,1.336957,0.656943
73,647.274273,0.102197,2.324681,1.425468
74,654.797240,0.065425,1.883163,0.558024
75,657.847078,0.081573,1.727296,0.313950
76,654.572761,0.063626,2.123342,1.098414
77,649.427334,0.101357,1.903506,0.883808
78,641.776628,0.062790,1.474410,0.567044
79,649.739536,0.083899,2.244496,1.273663
80,658.776971,0.093972,1.797734,1.052768
81,668.565484,0.085593,2.222307,0.965572
82,671.402589,0.084905,2.232441,1.377353
83,678.628887,0.076864,1.212504,0.237546
84,679.026742,0.060276,1.953482,0.929967
85,671.398437,0.074437,1.487640,0.874024
86,673.083266,0.070724,2.842560,1.822315
87,677.273443,0.074939,1.645960,0.903317
88,676.689279,0.084125,2.534776,1.477443
89,667.828698,0.065721,1.377638,0.216735
90,663.385196,0.080680,2.881537,1.679911
91,666.779283,0.096366,2.345580,0.687888
