week,elAppWT,elScanWT,urScanWT,OT
0,525.599811,0.172509,2.087325,0.068075
1,528.692247,0.169830,2.648315,0.576982
2,527.652458,0.181340,2.808563,0.545081
3,519.807159,0.184163,2.913917,0.823151
4,520.722437,0.215193,2.563424,1.110911
5,539.849521,0.220269,2.063233,0.067741
6,549.126293,0.191284,1.697366,0.067018
7,540.687380,0.182030,1.825519,0.093809
8,532.826823,0.200566,2.505458,0.181138
9,526.360521,0.171104,1.950389,0.046250
10,531.722068,0.188300,2.207770,0.009504
11,545.231561,0.204652,3.083229,0.573410
12,544.392426,0.173896,2.815200,0.492538
13,544.351469,0.150831,2.587191,0.718103
14,547.154705,0.209197,2.436413,0.072803
15,557.960186,0.167843,2.033670,0.175329
16,561.235889,0.165837,2.326732,0.865340
17,558.785234,0.205494,1.870802,0.540684
18,567.911859,0.205780,2.511057,0.916382
19,580.362318,0.167059,2.578988,0.530757
20,586.806525,0.198313,2.487807,0.424930
21,581.515645,0.176691,2.343190,0.074977
22,590.048805,0.169293,2.398332,0.547663
23,604.127398,0.141797,2.773575,0.795244
24,608.172338,0.189479,1.871542,0.108648
25,612.188700,0.198520,2.013827,0.358137
26,605.909992,0.175322,2.412279,0.954826
27,607.726040,0.193797,1.840688,0.082977
28,603.726119,0.177938,2.232409,0.051662
29,604.030586,0.187139,2.159807,0.177606
30,617.804208,0.205587,1.982873,0.416279
31,608.813997,0.200948,1.880001,0.031744
32,599.826092,0.171695,2.078347,0.599064
33,598.859905,0.192815,2.619129,0.151186
34,601.285591,0.185622,2.557657,0.135996
35,609.193221,0.180967,2.599082,0.914626
36,613.768971,0.206933,1.718822,0.084855
37,620.744790,0.190523,2.386762,0.099449
38,614.541792,0.186246,2.943422,0.529828
39,615.508514,0.158887,2.138969,0.042461
40,622.033179,0.180682,2.686008,0.148135
41,627.101085,0.168239,2.819478,0.595319
42,618.437933,0.169517,2.676813,0.854498
43,618.718696,0.181595,2.553905,0.161734
44,622.350956,0.165420,2.392109,0.106303
45,633.483420,0.167367,2.178101,0.469216
46,624.776989,0.197997,2.945519,0.191291
47,621.083816,0.147558,2.282357,0.081551
48,623.999644,0.201542,3.299792,0.935975
49,613.812826,0.196656,2.089459,0.600413
50,609.058353,0.169072,2.151787,0.447224
51,621.139009,0.174940,2.118058,0.152002
52,638.576671,0.182010,2.266793,0.197836
53,659.259567,0.178624,2.583576,0.146035
54,654.890555,0.188366,2.204659,0.486585
55,655.378602,0.190790,2.266420,0.449970
56,660.009390,0.167750,2.077415,0.160349
57,661.767361,0.178009,2.656974,0.894092
58,658.088490,0.182787,1.963503,0.480559
59,672.524158,0.210473,1.850439,0.061621
60,678.960167,0.194223,2.411733,0.066680
61,681.955260,0.170737,3.358844,0.980963
62,684.921329,0.194644,2.073684,0.095534
63,682.768777,0.190816,2.388632,0.132583
64,674.675803,0.161441,1.811539,0.092508
65,669.561166,0.194744,2.469844,0.457597
66,670.543103,0.190779,2.226134,0.105963
67,676.724661,0.181977,2.609637,0.543333
68,680.690571,0.156233,3.055780,0.586984
69,685.546993,0.197006,1.696605,0.083918
70,686.806745,0.183605,2.208838,0.137921
71,671.502758,0.183736,3.030576,0.989016
72,662.184381,0.183768,1.926567,0.479185
73,647.991256,0.198892,3.092220,0.974623
74,655.535921,0.146266,2.452648,0.105585
75,658.528255,0.201260,2.272800,0.141407
76,655.380057,0.164951,2.579596,0.570110
77,650.195699,0.204550,3.005921,0.470503
78,642.574349,0.197742,2.457857,0.066943
79,650.349862,0.194455,3.069893,1.129453
80,659.425865,0.208041,2.270989,0.276731
81,669.316575,0.206055,2.359281,0.491687
82,672.129198,0.168827,2.421524,0.876109
83,679.371662,0.172112,2.261557,0.122667
84,679.837763,0.221172,2.197796,0.034079
85,672.145583,0.195399,1.862689,0.096418
86,673.760216,0.162147,3.013412,0.996914
87,678.020813,0.214558,2.074743,0.085515
88,677.422863,0.176276,2.843743,0.610183
89,668.659310,0.168677,1.970203,0.149313
90,664.122129,0.183282,2.475192,1.031421
91,667.448704,0.169523,2.969496,0.544620
92,674.720556,0.161225,2.593619,0.834454
93,659.843921,0.209189,2.539282,0.104890
94,658.877380,0.229054,2.036337,0.116390
95,674.448886,0.178247,2.696566,0.482720
96,679.943513,0.206756,3.227986,0.142569
97,678.753651,0.175106,2.652579,0.526541
98,669.261797,0.222422,1.918282,0.820862
99,653.929621,0.179306,2.537236,0.408075
100,651.363279,0.159389,2.311724,0.032179
101,658.347827,0.149264,2.348736,0.451008
102,659.893386,0.191229,2.535319,0.510527
103,658.035576,0.181413,3.255472,0.833434
104,651.242813,0.190415,2.937833,0.624447
105,649.659065,0.179278,2.814374,0.215185
106,655.658339,0.168152,2.617730,0.776509
107,665.903598,0.150565,2.734194,0.566035
108,673.565225,0.183586,1.832416,0.039616
109,671.008253,0.191973,1.812872,0.042821
110,666.497631,0.195557,3.094810,0.525856
111,662.426919,0.201175,2.878458,0.872694
112,667.325146,0.171093,1.984036,0.479706
113,660.862231,0.197089,2.503784,0.930172
114,661.910479,0.193096,2.640223,0.929250
115,654.913224,0.183793,2.183816,0.069573
116,659.244551,0.166890,2.977787,0.367990
117,664.790122,0.222252,2.518486,0.369405
118,659.570715,0.173657,2.288232,0.847420
119,657.382578,0.230462,2.544896,0.561394
120,649.411020,0.159090,2.273854,0.492128
121,675.010766,0.230841,2.717631,0.161714
122,685.494326,0.200214,2.561691,0.476049
123,688.418985,0.172483,2.319741,0.513535
124,703.454297,0.194248,2.271835,0.519794
125,710.188575,0.211283,2.525050,1.194291
126,711.484212,0.198292,2.940534,0.821305
127,708.441216,0.165501,2.251437,0.109184
128,716.113600,0.184777,2.544952,0.908918
