week,elAppWT,elScanWT,urScanWT,OT
0,12.213988,0.189894,2.714345,1.402694
1,21.581777,0.185570,4.766938,1.799534
2,25.946688,0.189843,2.323551,0.966173
3,21.991666,0.171697,2.525161,1.095932
4,21.285018,0.182046,1.948274,0.706840
5,15.641847,0.212416,2.625112,1.118387
6,11.331795,0.187452,3.458955,1.496070
7,10.490481,0.180265,2.933999,0.616693
8,12.500698,0.189752,3.147255,1.075860
9,11.238866,0.195538,2.944722,1.095230
10,10.772355,0.184502,3.096438,1.036124
11,9.675581,0.167331,3.271021,1.130049
12,9.688978,0.178060,3.065377,1.353793
13,9.107695,0.186746,2.859824,0.779446
14,11.792855,0.162080,2.670381,0.764763
15,20.203905,0.206554,2.569669,0.775901
16,15.642394,0.169178,3.395901,1.117431
17,14.166368,0.181153,3.076845,1.414857
18,15.120397,0.195399,2.706963,0.564975
19,19.708924,0.197847,3.578962,1.194937
20,14.368185,0.208511,3.395997,1.461465
21,8.907083,0.163335,3.031536,0.624741
22,11.451580,0.184575,3.062144,1.226402
23,11.112375,0.161660,2.747634,1.027054
24,23.018254,0.172824,3.033648,1.177366
25,10.532505,0.209596,2.641343,0.585224
26,9.045309,0.205631,2.821219,1.500327
27,11.500588,0.173072,3.486615,1.036871
28,9.734916,0.169069,2.432150,0.368626
29,14.412581,0.204054,3.052464,1.146786
30,14.963504,0.183394,2.921297,1.393902
31,15.090189,0.196123,2.961819,1.368378
32,15.345996,0.191541,3.023706,1.247107
33,16.998754,0.199008,2.785250,1.060837
34,9.017566,0.176161,3.291058,1.465576
35,16.238383,0.189420,3.319696,0.777929
36,16.471143,0.179274,2.701034,1.401336
37,17.005259,0.210424,3.130026,0.612567
38,11.440636,0.182649,1.680631,0.563949
39,12.291800,0.173445,2.142565,0.984896
40,8.269691,0.172679,2.197360,0.463854
41,9.084812,0.179196,2.261394,1.331238
42,9.300450,0.209151,3.126440,0.938978
43,7.293183,0.172832,2.730290,1.660120
44,9.598703,0.197293,2.680838,0.969839
45,12.138738,0.176314,2.400601,0.857889
46,9.264735,0.190761,2.015597,0.307740
47,9.400032,0.182335,2.123414,0.686394
48,11.157714,0.192219,2.623656,1.580348
49,8.348836,0.154655,2.301162,0.983301
50,14.182157,0.206469,2.952141,1.402630
51,18.878432,0.164326,2.940841,1.061549
52,16.712546,0.206996,2.808498,1.209724
53,25.941304,0.194348,2.018728,0.635098
54,16.158974,0.185980,2.594516,1.055668
55,16.403753,0.189476,2.314430,0.646190
56,15.360797,0.161697,3.279136,1.772406
57,14.875058,0.174750,2.553427,0.896861
58,24.425274,0.177236,3.859219,1.494272
59,25.153612,0.164428,2.930505,1.206128
60,17.862686,0.185755,2.348578,0.948987
61,34.231857,0.222136,3.352431,1.933050
62,45.049140,0.173931,2.060062,0.982173
63,31.894273,0.169046,3.055705,1.051158
64,15.047280,0.155612,3.002955,1.360118
65,12.470487,0.204527,2.546327,1.136087
66,12.637207,0.176613,2.837436,1.621799
67,11.156787,0.176328,2.376801,0.634464
68,19.192954,0.208780,2.526612,0.725170
69,16.485990,0.176944,2.757854,1.313596
70,14.614466,0.210708,3.054497,1.253564
71,14.947643,0.155200,2.765675,0.583692
72,9.654563,0.180455,2.802865,1.308970
73,11.118413,0.155473,3.379731,1.780836
74,15.118788,0.183286,2.948242,1.305081
75,10.670188,0.194896,1.864540,0.291792
76,14.401759,0.184365,3.133822,1.257331
77,16.035885,0.177516,2.779623,0.523443
78,19.132476,0.205209,3.269433,0.714933
79,19.344224,0.187745,3.320799,1.759917
80,20.935797,0.192779,2.649857,0.680267
81,24.418574,0.189571,2.950124,1.156255
82,18.752141,0.195359,1.866630,0.664652
83,21.444559,0.173757,2.837145,1.106640
84,11.129451,0.175909,3.033408,1.306224
85,9.507362,0.193626,2.815178,1.256023
86,9.834672,0.176116,3.737927,1.414381
87,7.999062,0.194206,2.560342,0.776640
88,10.896512,0.139799,2.929283,0.969585
89,13.156516,0.182128,3.034147,0.988504
90,22.815314,0.212916,3.367996,1.489967
91,23.552884,0.204930,2.609370,0.614677
92,28.818923,0.176321,2.978569,1.494022
93,24.511408,0.188127,3.434308,1.175346
94,21.102097,0.186430,3.183302,1.375700
95,13.388774,0.175262,3.105973,1.707803
96,13.703216,0.195026,2.950347,1.219328
97,10.553536,0.156454,2.889380,1.773976
98,18.204520,0.180356,2.291915,0.948537
99,19.656792,0.175540,3.002854,1.367557
100,25.308897,0.169294,2.447172,0.698047
101,25.987659,0.186024,1.783646,0.621144
102,32.477177,0.166314,2.506172,0.738744
103,27.286667,0.203881,3.290521,1.456170
104,15.306349,0.182555,2.805710,1.561477
105,10.283337,0.211634,2.585089,1.113826
106,11.669944,0.170317,3.649417,1.448219
107,17.586986,0.211238,3.560329,1.654971
108,18.594040,0.166302,2.990597,1.140804
109,10.202762,0.172713,2.913952,0.343758
110,9.459732,0.174480,3.076367,1.108804
111,11.473591,0.201521,2.033427,1.176340
112,12.566877,0.193388,3.166627,1.401638
113,23.327701,0.198705,3.121208,1.417681
114,27.700082,0.189946,2.403717,0.921601
115,31.116326,0.188102,3.065079,0.761267
116,27.537668,0.196503,3.310210,1.712238
117,10.066844,0.195147,2.223825,0.991444
118,16.226190,0.180965,3.437190,1.297013
119,13.401242,0.190287,2.927188,1.109701
120,14.188805,0.193584,3.776117,1.874973
121,11.910548,0.201257,2.786539,0.922555
122,10.519552,0.175325,3.512077,2.074145
123,15.310191,0.175108,2.646062,1.315807
124,8.341683,0.179771,2.083761,1.391632
125,7.918436,0.159744,2.801060,0.896004
126,12.470530,0.173200,3.089898,1.379451
127,10.309131,0.156541,2.612130,1.286050
128,7.815309,0.199554,3.466772,0.766446
129,11.132067,0.173827,2.737927,0.955891
130,16.464262,0.200727,3.558574,0.689561
131,12.366708,0.167872,2.096928,0.702998
132,17.840575,0.197947,3.373462,1.073089
133,17.705305,0.163497,2.202134,0.870414
134,9.273483,0.193309,2.940758,1.418732
135,11.904160,0.169452,2.861670,1.447261
136,10.752728,0.194342,3.544580,0.635732
137,10.946005,0.202755,2.939413,1.331107
138,9.758956,0.187592,2.393568,0.967086
139,14.158765,0.224857,3.652457,1.672356
140,17.070953,0.156355,2.101536,0.650286
141,13.760165,0.198233,2.360149,0.806448
142,8.800492,0.155150,3.022998,1.149041
143,11.179979,0.199334,3.533268,1.510934
144,18.834174,0.174985,1.842464,0.609489
145,24.729778,0.196609,2.452530,0.658230
146,18.072635,0.174301,3.080710,1.318356
147,11.443104,0.186544,3.745414,1.034872
148,11.188168,0.191815,2.915764,0.717135
149,8.796076,0.160852,2.073633,0.846813
150,16.090101,0.194526,2.725988,1.350866
151,16.293101,0.180435,1.993702,0.706095
152,10.239866,0.174047,2.601036,1.299143
153,11.261460,0.185378,3.062498,1.135876
154,21.874920,0.184235,3.039606,1.263930
155,17.880711,0.194845,2.825362,0.686700
156,14.009310,0.190037,3.344243,1.701027
157,20.306093,0.186143,3.496810,1.213145
158,14.653539,0.197915,3.189687,1.545497
159,14.452247,0.187501,3.004016,1.379749
160,12.527157,0.182989,3.101346,1.322090
161,11.536472,0.153657,2.443690,0.235662
162,8.697227,0.167681,3.584398,1.361612
163,7.600659,0.192733,2.632170,1.163024
164,10.580275,0.171015,3.990941,1.448938
165,18.277060,0.180365,2.812984,0.677141
166,15.748474,0.215096,2.959280,0.962972
167,12.366079,0.180638,3.075075,1.857058
168,8.666892,0.182701,2.879852,1.095962
169,12.197706,0.192221,3.010398,1.203662
170,12.636060,0.178574,3.256966,1.763218
171,14.295894,0.168186,2.339693,0.593899
172,13.330832,0.190505,2.040303,0.714458
173,7.361183,0.181561,2.748208,0.866982
174,9.204403,0.165623,3.286254,1.806440
175,12.861650,0.157497,2.226603,0.909992
176,8.360693,0.184523,3.170785,1.104852
177,9.034580,0.183866,3.078674,1.863976
178,10.705591,0.175573,3.551462,1.911271
179,11.464739,0.192043,3.102877,1.390978
180,9.899779,0.180123,2.804248,1.361564
181,16.671169,0.213434,3.779781,1.566453
182,10.312864,0.199049,3.011018,0.775240
183,11.795893,0.197811,3.572893,1.030394
184,13.460076,0.156437,2.567083,1.429980
185,16.145722,0.171951,2.394764,0.764025
186,19.010812,0.185910,2.773301,1.084591
187,17.315755,0.190605,2.630564,0.940917
188,21.648987,0.196040,3.285602,1.345725
189,24.408900,0.189718,3.261505,1.849221
190,29.705033,0.167733,3.268963,1.290566
191,34.802796,0.180141,2.259021,0.662908
192,35.085021,0.188645,2.113347,0.251182
193,25.286549,0.180013,2.446285,0.669341
194,18.631528,0.245663,2.795616,1.473404
195,13.979424,0.173810,2.854169,1.269036
196,10.483424,0.178349,2.786026,1.076508
197,6.519460,0.175960,2.623331,0.891639
198,8.526167,0.194031,2.324775,0.645456
199,13.650409,0.186595,2.303289,0.622427
200,22.426204,0.210992,1.469068,0.598696
201,26.825329,0.189308,3.338110,1.668080
202,33.462376,0.178248,2.526948,0.554419
203,23.721133,0.186580,3.494011,1.444257
204,20.906748,0.174047,3.299562,1.358081
205,12.332789,0.179300,2.687662,0.556181
206,14.830630,0.186710,2.876681,1.570029
207,11.996058,0.187675,3.445508,1.717306
208,6.840587,0.152534,3.097324,1.332885
209,12.792283,0.198106,3.084896,1.432576
210,12.660315,0.178051,2.386183,1.092110
211,9.025922,0.180367,3.182756,0.934287
